id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	epi.SOX9_basalis|epi.SOX9_basalis	epi.SOX9_basalis|mes.eStromal	epi.SOX9_basalis|mes.eStromal_MMPs	epi.SOX9_basalis|mes.Fibroblast_basalis	epi.SOX9_basalis|mes.uSMCs	mes.eStromal|epi.SOX9_basalis	mes.eStromal|mes.eStromal	mes.eStromal|mes.eStromal_MMPs	mes.eStromal|mes.Fibroblast_basalis	mes.eStromal|mes.uSMCs	mes.eStromal_MMPs|epi.SOX9_basalis	mes.eStromal_MMPs|mes.eStromal	mes.eStromal_MMPs|mes.eStromal_MMPs	mes.eStromal_MMPs|mes.Fibroblast_basalis	mes.eStromal_MMPs|mes.uSMCs	mes.Fibroblast_basalis|epi.SOX9_basalis	mes.Fibroblast_basalis|mes.eStromal	mes.Fibroblast_basalis|mes.eStromal_MMPs	mes.Fibroblast_basalis|mes.Fibroblast_basalis	mes.Fibroblast_basalis|mes.uSMCs	mes.uSMCs|epi.SOX9_basalis	mes.uSMCs|mes.eStromal	mes.uSMCs|mes.eStromal_MMPs	mes.uSMCs|mes.Fibroblast_basalis	mes.uSMCs|mes.uSMCs	immune.eM1|immune.eM1	immune.eM1|immune.eM2	immune.eM1|mes.eStromal	immune.eM1|mes.eStromal_MMPs	immune.eM2|immune.eM1	immune.eM2|immune.eM2	immune.eM2|mes.eStromal	immune.eM2|mes.eStromal_MMPs	mes.eStromal|immune.eM1	mes.eStromal|immune.eM2	mes.eStromal_MMPs|immune.eM1	mes.eStromal_MMPs|immune.eM2	mes.dStromal_early|mes.dStromal_early	mes.dStromal_early|immune.uNK3	mes.dStromal_early|immune.uNK1	immune.uNK3|mes.dStromal_early	immune.uNK3|immune.uNK3	immune.uNK3|immune.uNK1	immune.uNK1|mes.dStromal_early	immune.uNK1|immune.uNK3	immune.uNK1|immune.uNK1	immune.uNK3|immune.eM1	immune.uNK3|immune.eM2	immune.uNK3|endo.Arterial	immune.uNK3|endo.Venous	immune.uNK3|mes.ePV_1a	immune.uNK3|mes.ePV_1b	immune.uNK3|mes.ePV_2	immune.uNK1|immune.eM1	immune.uNK1|immune.eM2	immune.uNK1|endo.Arterial	immune.uNK1|endo.Venous	immune.uNK1|mes.ePV_1a	immune.uNK1|mes.ePV_1b	immune.uNK1|mes.ePV_2	immune.eM1|immune.uNK3	immune.eM1|immune.uNK1	immune.eM1|endo.Arterial	immune.eM1|endo.Venous	immune.eM1|mes.ePV_1a	immune.eM1|mes.ePV_1b	immune.eM1|mes.ePV_2	immune.eM2|immune.uNK3	immune.eM2|immune.uNK1	immune.eM2|endo.Arterial	immune.eM2|endo.Venous	immune.eM2|mes.ePV_1a	immune.eM2|mes.ePV_1b	immune.eM2|mes.ePV_2	endo.Arterial|immune.uNK3	endo.Arterial|immune.uNK1	endo.Arterial|immune.eM1	endo.Arterial|immune.eM2	endo.Arterial|endo.Arterial	endo.Arterial|endo.Venous	endo.Arterial|mes.ePV_1a	endo.Arterial|mes.ePV_1b	endo.Arterial|mes.ePV_2	endo.Venous|immune.uNK3	endo.Venous|immune.uNK1	endo.Venous|immune.eM1	endo.Venous|immune.eM2	endo.Venous|endo.Arterial	endo.Venous|endo.Venous	endo.Venous|mes.ePV_1a	endo.Venous|mes.ePV_1b	endo.Venous|mes.ePV_2	mes.ePV_1a|immune.uNK3	mes.ePV_1a|immune.uNK1	mes.ePV_1a|immune.eM1	mes.ePV_1a|immune.eM2	mes.ePV_1a|endo.Arterial	mes.ePV_1a|endo.Venous	mes.ePV_1a|mes.ePV_1a	mes.ePV_1a|mes.ePV_1b	mes.ePV_1a|mes.ePV_2	mes.ePV_1b|immune.uNK3	mes.ePV_1b|immune.uNK1	mes.ePV_1b|immune.eM1	mes.ePV_1b|immune.eM2	mes.ePV_1b|endo.Arterial	mes.ePV_1b|endo.Venous	mes.ePV_1b|mes.ePV_1a	mes.ePV_1b|mes.ePV_1b	mes.ePV_1b|mes.ePV_2	mes.ePV_2|immune.uNK3	mes.ePV_2|immune.uNK1	mes.ePV_2|immune.eM1	mes.ePV_2|immune.eM2	mes.ePV_2|endo.Arterial	mes.ePV_2|endo.Venous	mes.ePV_2|mes.ePV_1a	mes.ePV_2|mes.ePV_1b	mes.ePV_2|mes.ePV_2	epi.SOX9_functionalis_I|epi.SOX9_functionalis_I	epi.SOX9_functionalis_I|epi.SOX9_functionalis_II	epi.SOX9_functionalis_I|mes.eStromal	epi.SOX9_functionalis_I|mes.eStromal_MMPs	epi.SOX9_functionalis_II|epi.SOX9_functionalis_I	epi.SOX9_functionalis_II|epi.SOX9_functionalis_II	epi.SOX9_functionalis_II|mes.eStromal	epi.SOX9_functionalis_II|mes.eStromal_MMPs	mes.eStromal|epi.SOX9_functionalis_I	mes.eStromal|epi.SOX9_functionalis_II	mes.eStromal_MMPs|epi.SOX9_functionalis_I	mes.eStromal_MMPs|epi.SOX9_functionalis_II	epi.SOX9_luminal|epi.SOX9_luminal	epi.SOX9_luminal|epi.preCiliated	epi.preCiliated|epi.SOX9_luminal	epi.preCiliated|epi.preCiliated	epi.preGlandular|epi.preGlandular	epi.preGlandular|mes.dStromal_early	mes.dStromal_early|epi.preGlandular	epi.preLuminal|epi.preLuminal	epi.preLuminal|epi.Ciliated	epi.Ciliated|epi.preLuminal	epi.Ciliated|epi.Ciliated	epi.Glandular|epi.Glandular	epi.Glandular|epi.Glandular_secretory	epi.Glandular|mes.dStromal_mid	epi.Glandular_secretory|epi.Glandular	epi.Glandular_secretory|epi.Glandular_secretory	epi.Glandular_secretory|mes.dStromal_mid	mes.dStromal_mid|epi.Glandular	mes.dStromal_mid|epi.Glandular_secretory	mes.dStromal_mid|mes.dStromal_mid	epi.Luminal|epi.Luminal	epi.Luminal|epi.Ciliated	epi.Ciliated|epi.Luminal	epi.Glandular_secretory|epi.Glandular_secretory_FGF7	epi.Glandular_secretory|mes.dStromal_late	epi.Glandular_secretory_FGF7|epi.Glandular_secretory	epi.Glandular_secretory_FGF7|epi.Glandular_secretory_FGF7	epi.Glandular_secretory_FGF7|mes.dStromal_late	mes.dStromal_late|epi.Glandular_secretory	mes.dStromal_late|epi.Glandular_secretory_FGF7	mes.dStromal_late|mes.dStromal_late
CPI-SS08376F0E6	CSF3_CSF3R	simple:P09919	simple:Q99062	CSF3	CSF3R	True	False	True	curated	False	Ligand-Receptor	Signaling by Colony-Stimulating factor	1.327																																																																																																																																																																		
CPI-SS015162AFC	IL34_CSF1R	simple:Q6ZMJ4	simple:P07333	IL34	CSF1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.327																																																																																																																																																																		
CPI-SS058394CAD	UCN2_CRHR1	simple:Q96RP3	simple:P34998	UCN2	CRHR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Urocortin/Urotensin	1.327																																																																																																																																																																		
CPI-SS0A748917D	UCN_CRHR1	simple:P55089	simple:P34998	UCN	CRHR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Urocortin/Urotensin	1.327																																																																																																																																																																		
CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	C5	C5AR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	1.327																																																																																																																																																																		
CPI-SS0A7E3A1AF	C5_C5AR2	simple:P01031	simple:Q9P296	C5	C5AR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	1.327																																																																																																																																																																		
CPI-SS01E4E32AC	C4A_C5AR2	simple:P0C0L4	simple:Q9P296	C4A	C5AR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	1.327																																																																																																																																																																		
CPI-SS035DE17DA	C1QL4_ADGRB3	simple:Q86Z23	simple:O60242	C1QL4	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	1.327																																																																																																																																																																		
CPI-SS0222DF7B4	EFNA3_EPHA1	simple:P52797	simple:P21709	EFNA3	EPHA1	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	1.327																																																																																																																																																																		
CPI-SS05BB5902B	EFNA4_EPHA1	simple:P52798	simple:P21709	EFNA4	EPHA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0008137B6	EFNA4_EPHA5	simple:P52798	simple:P54756	EFNA4	EPHA5	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	EFNA3	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0D81D9F5E	EFNA2_EPHA5	simple:O43921	simple:P54756	EFNA2	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0762B455F	EFNA1_EPHA5	simple:P20827	simple:P54756	EFNA1	EPHA5	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS084B1ED25	EFNB3_EPHA4	simple:Q15768	simple:P54764	EFNB3	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS03446CB39	EFNB1_EPHA4	simple:P98172	simple:P54764	EFNB1	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0659DBE72	EFNA4_EPHA4	simple:P52798	simple:P54764	EFNA4	EPHA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	EFNA3	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0E63AB61E	EFNA2_EPHA4	simple:O43921	simple:P54764	EFNA2	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0EBFE1854	EFNA1_EPHA4	simple:P20827	simple:P54764	EFNA1	EPHA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0C70ADA28	EFNA5_EPHA3	simple:P52803	simple:P29320	EFNA5	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0D1D8FF06	EFNA4_EPHA3	simple:P52798	simple:P29320	EFNA4	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0EF309375	EFNA3_EPHA3	simple:P52797	simple:P29320	EFNA3	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0C875BA24	EFNA2_EPHA3	simple:O43921	simple:P29320	EFNA2	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS09CA492BA	EFNA1_EPHA3	simple:P20827	simple:P29320	EFNA1	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0087A3F67	EFNB1_EPHA2	simple:P98172	simple:P29317	EFNB1	EPHA2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS09587DA63	EFNA5_EPHA2	simple:P52803	simple:P29317	EFNA5	EPHA2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0475BE8ED	EFNA4_EPHA2	simple:P52798	simple:P29317	EFNA4	EPHA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS0CBCBBA83	EFNA3_EPHA2	simple:P52797	simple:P29317	EFNA3	EPHA2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS08A54963F	EFNA2_EPHA2	simple:O43921	simple:P29317	EFNA2	EPHA2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS04E33D0FB	EFNA5_EPHA1	simple:P52803	simple:P21709	EFNA5	EPHA1	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.327																																																																																																																																																																		
CPI-SS069924427	AGT_AGTR2	simple:P01019	simple:P50052	AGT	AGTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	1.327																																																																																																																																																																		
CPI-SS0DEF5D0CE	LHB_LHCGR	simple:P01229	simple:P22888	LHB	LHCGR	True	False	True	curated	False	Ligand-Receptor		1.327																																																																																																																																																																		
CPI-CS086D3E39F	Desmosterol_byDHCR7_NR1H2	complex:Desmosterol_byDHCR7	simple:P55055		NR1H2	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	1.327																																																																																																																																																																		
CPI-SS0079E2156	CCL20_CCR6	simple:P78556	simple:P51684	CCL20	CCR6	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.327																																																																																																																																																																		
CPI-SS0605AC9BF	CCL19_CCRL2	simple:Q99731	simple:O00421	CCL19	CCRL2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.327																																																																																																																																																																		
CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.327																																																																																																																																																																		
CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.327																																																																																																																																																																		
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.327																																																																																																																																																																		
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.327																																																																																																																																																																		
